CEDK501	CEDK501_6_1.html	6D#2	11	In the scenarios below, choose the response that supports th
CEDK501	CEDK501_7_0.html	5A#1	9	Identifying an objective
CEDK501	CEDK501_9_0.html	7A#1	3	Assessment information
CEDO202	CEDO202_0_0.html	2A#3	18	Making your own observations
CEDO202	CEDO202_0_0.html	3A#4	2	The months of the year
CEDO202	CEDO202_0_0.html	3B#5	13	What did you learn from the video?
CEDO202	CEDO202_0_0.html	5A#7	3	Watch the autumn video of the leaves falling from trees.
CEDO202	CEDO202_0_0.html	6B#10	2	Practising and rehearsing is an important aspect of dance an
CEDO204	CEDO204_0_0.html	1B#2	2	Birds build nests that suit their lifestyles and habitat. Bi
CEDO204	CEDO204_0_0.html	2A#4	6	Label some features of beavers that are useful for building 
CEDO402	CEDO402_0_0.html	3A#5	15	Press stop when the first waka crosses the line.
CEDO501	CEDO501_1_0.html	1A#1	16	Understanding life stages
CEDO501	CEDO501_1_0.html	1B#2	11	Understanding life stages
CEDO501	CEDO501_2_1.html	2B#2	27	Accessing the Student Allowance
CEDO501	CEDO501_2_1.html	2C#3	6	Here, Val shares their story about having a disability and b
CEDO501	CEDO501_2_1.html	2E#5	1	Aria's savings goals
CEDO501	CEDO501_2_2.html	2F#1	8	Consider the income of each person below. Using what you've 
CEDO501	CEDO501_3_0.html	3C#2	1	Revisiting internet terms
CEDO501	CEDO501_4_1.html	4A#1	7	Changes in employment
CEDO501	CEDO501_5_0.html	5B#2	4	Using the find tool
CEDO501	CEDO501_8_0.html	6A#1	3	Amelia starts a new job
CEDO501	CEDO501_8_0.html	6B#2	3	I'm planning to take time off work to care for my new baby. 
CEDO501	CEDO501_8_0.html	6C#3	4	Preparing for retirement
CEDO501	CEDO501_8_0.html	6D#4	9	What factors impact income
CEDO501	CEDO501_8_0.html	6E#5	14	What are the benefits?
CEDO502	CEDO502_1_1.html	1C#2	3	Manageable or unmanageable?
CEDO502	CEDO502_2_0.html	2A#1	5	My borrowing choices
CEDO502	CEDO502_3_0.html	3C#2	2	Credit - types of credit providers
CEDO502	CEDO502_4_0.html	4C#2	6	Move to the Lesson 4 Kaiako-marked Activity to practise the 
CEDO502	CEDO502_5_0.html	5A#1	1	After considering these ideas, you may choose to change the 
CEDO502	CEDO502_6_0.html	6A#1	4	Āu Whiringa (Assessment)
CEDO502	CEDO502_8_0.html	8A#1	1	Describe credit and debt and their impacts on personal finan
CEDR101	CEDR101_0_0.html	1D#4	4	Here is a dropbox for you to share your learning with your k
CEDR101	CEDR101_0_0.html	7C#24	2	You have played games, read about games and talked about gam
CEDR203	CEDR203_0_0.html	1A#1	1	Aotearoa New Zealand eco-leaders
CEDR203	CEDR203_0_0.html	1A#2	23	Locate the Eco-leader!
CEDR203	CEDR203_0_0.html	4A#5	9	Eco-leaders at Te Kura
CEDR203	CEDR203_0_0.html	4C#7	1	Designer note: lesson title
CEDR401	CEDR401_0_0.html	2A#2	5	Sort the leadership template
CEDR401	CEDR401_0_0.html	3A#5	24	Text-to-text connections
CEDR401	CEDR401_0_0.html	4B#8	3	Look at the title, the numbers, the dates and the key. Think
CEDR401	CEDR401_0_0.html	4C#9	6	What would a graph like this tell us? When we describe a gra
CEDR401	CEDR401_0_0.html	4D#10	8	Look for a pattern in the data. What’s going on here? Decide
CEDR401	CEDR401_0_0.html	5A#11	3	Reading the stacked bar chart
CEDR401	CEDR401_0_0.html	5B#12	2	Compare the survey and the leaving rates
CEDR501	CEDR501_2_0.html	1B#1	2	Needs and expectations
CEDR501	CEDR501_2_1.html	2B#1	7	Choosing the right note-taking technique
CEDT104	CEDT104_0_0.html	1B#2	2	Follow the video to learn a new dance using body parts in te
CEDT104	CEDT104_0_0.html	1C#3	2	Watch each video and practise making the NZSL movement. Note
CEDT104	CEDT104_0_0.html	1E#5	6	Talk with your ākonga (student) about each of these statemen
CEDT104	CEDT104_0_0.html	2A#6	2	Maunga (mountain) Lift your arms to make a triangle above yo
CEDT104	CEDT104_0_0.html	2C#8	4	Talk with your ākonga (student) about each of these statemen
CEDT104	CEDT104_0_0.html	3A#10	4	Step 1: Echo time
CEDT104	CEDT104_0_0.html	3F#15	6	Let’s share our Pepeha waiata
CEDT104	CEDT104_0_0.html	3G#16	8	Let's check what we've learned
CEDT104	CEDT104_0_0.html	4A#17	9	Work with your supervisor to make your own poi.
CEDT104	CEDT104_0_0.html	4D#20	3	Your poi can make different sounds depending on how you move
CEDT104	CEDT104_0_0.html	5A#21	5	Using your poi, try to do each of these movements. Tick each
CEDT104	CEDT104_0_0.html	5B#22	3	Let's learn our poi waiata
CEDT104	CEDT104_0_0.html	7D#30	2	Let's check what we've learned
CEDT207	CEDT207_0_0.html	1B#2	4	Me, my selfie and I
CEDT207	CEDT207_0_0.html	1C#3	2	I can’t imagine life without
CEDT207	CEDT207_0_0.html	1D#4	8	Find an empty box (about the size of a shoe box) to decorate
CEDT207	CEDT207_0_0.html	2A#6	5	Family history museum
CEDT207	CEDT207_0_0.html	2C#8	2	Making baking memories
CEDT207	CEDT207_0_0.html	2D#9	2	Creating a family timeline
CEDT207	CEDT207_0_0.html	4B#12	1	What colour are you?
CEDT207	CEDT207_0_0.html	5B#14	4	Aboriginal family/symbology
CEDT207	CEDT207_0_0.html	5C#15	2	Heart filled symbol art
CEDT207	CEDT207_0_0.html	6A#16	13	The instructions are only a guide for ākonga, they are welco
CEDT301	CEDT301_0_0.html	3D#10	1	Using all or some of the information and photos you have gat
CEDT301	CEDT301_0_0.html	5A#12	2	Find a walkway in an area near to where you live that has a 
CEDT301	CEDT301_0_0.html	6E#20	2	Your kaiako would love to see the presentation you have crea
CEDT501	CEDT501_1_0.html	1A#1	2	Your online activity
CEDT501	CEDT501_2_0.html	2A#1	2	Who do you think is affected when someone is bullied online?
CEDT501	CEDT501_3_0.html	3B#2	1	In the next response sheet, identify the immediate actions a
CEDT501	CEDT501_3_1.html	3C#1	7	Tick the examples that demonstrate assertive responses.
CEDT501	CEDT501_5_0.html	5B#2	4	Personal reflection prompt
CEDT501	CEDT501_5_1.html	5C#1	19	Click on each image to read through a scenario where someone
CEDT501	CEDT501_6_0.html	6B#2	1	Different language, different settings
CEDT501	CEDT501_7_0.html	7A#1	3	Was it hard or easy to talk with these people one-to-one? Wh
CEDT501	CEDT501_8_0.html	8A#1	6	Have you taken part in any group discussions during the past
CEDT501	CEDT501_8_0.html	8B#2	1	How might using tikanga help people feel more confident to s
CEDW501	CEDW501_1_0.html	1B#2	18	This video explains more about tikanga Māori. Watch it caref
CEDW501	CEDW501_2_1.html	2C#2	1	What affects our wellbeing?
CEDW501	CEDW501_4_0.html	4A#1	2	Presentation of whakapapa using appropriate terms US496
CEDW501	CEDW501_7_2.html	7A#1	1	Three week diary template
CEDW501	CEDW501_7_2.html	7B#2	1	Click on the button below to access an editable copy of the 
CEDW501	CEDW501_7_2.html	7C#3	1	Click on the button below to access an editable copy of the 
CEDW501	CEDW501_7_2.html	7D#4	1	Social wellbeing scale
CEDW501	CEDW501_7_2.html	7E#5	1	Emoji Log (for mood)
CEDW501	CEDW501_7_2.html	7F#6	1	To receive feedback on your diary and tracking resources, up
CEDW501	CEDW501_7_2.html	7G#7	1	Complete the quick quiz.
CEDW501	CEDW501_8_0.html	8A#1	1	Improving personal wellbeing
CHWHA	CHWHA_0_0.html	1A#1	4	What do you already know?
COM1002	COM1002_2_0.html	2A#1	1	Below is a summary of this topic. Test your understanding of
COM1002	COM1002_2_0.html	2D#4	2	A comparison of incorporated and unincorporated community or
COM1002	COM1002_3_0.html	3B#2	1	Being a sole trader
COM1002	COM1002_4_0.html	4A#1	1	Companies – Private and Public
COM1002	COM1002_5_0.html	5A#1	1	The Values of an Organisation
COM1005	COM1005_3_0.html	3C#3	1	Households and producers
COM1005	COM1005_5_0.html	5B#2	1	The government sector
COM1005	COM1005_7_0.html	7B#2	1	Drag the boxes into the correct location on the diagram belo
DAN1003	DAN1003_2_0.html	2A#1	2	How does your dance genre use the elements of dance?
DAN1003	DAN1003_3_0.html	3A#1	1	Identify cultural and social reasons
DAN1003	DAN1003_6_0.html	7A#1	2	Clothing and costumes
DAN1004	DAN1004_1_0.html	1B#2	2	For this activity you will match the photo with its verb bel
DAN1004	DAN1004_2_0.html	2A#1	2	You will choose nine action verbs from the word bank. In you
DAN1004	DAN1004_3_0.html	3A#1	3	The water is calm
DAN1004	DAN1004_4_0.html	4A#1	3	The water is changing
DAN1004	DAN1004_5_0.html	5A#1	3	The water is surging
DAN1004	DAN1004_6_0.html	6A#1	6	The journey of the water
DAN1004	DAN1004_7_0.html	7A#1	4	Filming and reflecting
DAN1004	DAN1004_9_0.html	8A#1	3	You will now upload your filmed dance sequence for assessmen
DAN1006	DAN1006_6_0.html	6A#1	7	Rehearsing for confidence
DAN1006	DAN1006_7_0.html	7A#1	1	Choose three of the activities for rehearsing your contempor
DAN1006	DAN1006_7_0.html	7B#2	1	Performance reflection
DAN1006	DAN1006_8_0.html	8A#1	4	Submitting your sequences for feedback
DTC1004	DTC1004_2_0.html	2A#1	11	Here are some examples of needs and opportunities for design
DTC1004	DTC1004_5_0.html	5A#1	1	Please head to the journal to begin testing your design. You
DTC1005	DTC1005_18_0.html	6A#1	3	Taking videos with a device
DTC1005	DTC1005_20_0.html	7A#1	5	Your own choice proposal
ENFUN01	ENFUN01_0_0.html	2B#7	10	Which text type should I use?
ENFUN02	ENFUN02_0_0.html	1B#2	1	Look at this picture. Tell your supervisor the things that y
ENFUN02	ENFUN02_0_0.html	1C#3	2	Ask your ākonga to retell the story to you. A good idea is t
ENFUN04	ENFUN04_0_0.html	1D#4	16	Create your own dictionary
ENFUN08	ENFUN08_0_0.html	3B#13	9	Hyperbole examples in everyday life
ENG1004	ENG1004_0_0.html	1A#1	1	Context and presentation mode selection
ENG1004	ENG1004_0_0.html	1B#2	2	You can choose to do this verbally, on the graphic organiser
ENG1004	ENG1004_0_0.html	1C#3	12	Complete a draft of your assessment, this is your chance to 
ENG1004	ENG1004_0_0.html	1D#4	2	Final assessment submission
ENG1004	ENG1004_1_0.html	1A#1	1	Context and presentation mode selection
ENG1004	ENG1004_1_0.html	1B#2	2	You can choose to do this verbally, on the graphic organiser
ENG1004	ENG1004_1_0.html	1C#3	12	Complete a draft of your assessment, this is your chance to 
ENG1004	ENG1004_1_0.html	1D#4	2	Final assessment submission
ENG1004	ENG1004_2_0.html	1A#1	1	Context and presentation mode selection
ENG1004	ENG1004_2_0.html	1B#2	2	You can choose to do this verbally, on the graphic organiser
ENG1004	ENG1004_2_0.html	1C#3	12	Complete a draft of your assessment, this is your chance to 
ENG1004	ENG1004_2_0.html	1D#4	2	Final assessment submission
ENGC101	ENGC101_4_0.html	4A#1	11	We don’t always need words to communicate. Sometimes a simpl
ENGC101	ENGC101_5_0.html	5E#5	2	Ka pai! You have completed this module about communication. 
ENGC102	ENGC102_1_0.html	1C#3	2	Fiction versus nonfiction
ENGC102	ENGC102_2_0.html	2D#4	1	Go to your journal to match some more headings to a paragrap
ENGC102	ENGC102_3_0.html	3D#4	1	Go to your journal to answer some more questions about readi
ENGC102	ENGC102_4_0.html	4B#2	1	Photo or illustration?
ENGC102	ENGC102_7_0.html	7D#4	1	Go to your journal to complete another activity using an ind
ENGC201	ENGC201_3_0.html	3C#3	1	Open and closed question quiz
ENGC201	ENGC201_5_0.html	5B#2	1	Identifying emotions
ENGC206	ENGC206_1_0.html	1C#3	1	Drag and drop all the cooking verbs (action words) into the 
ENGC206	ENGC206_7_0.html	5E#5	9	Editing your writing
ENGC301	ENGC301_7_0.html	7C#3	1	What to do now?
ENGC302	ENGC302_5_0.html	5A#1	2	Proofread these lines from Kahu’s email and write the correc
ENGC302	ENGC302_7_0.html	7A#1	3	Throughout this module, you have seen how Kahu has enjoyed v
ENGC403	ENGC403_3_0.html	3A#1	3	Choose whether the following statements are fact or opinion.
ENGC403	ENGC403_9_0.html	8B#2	2	Self assessment task
ENGFUN02	ENGFUN02_0_0.html	1A#1	10	Drag and drop the appropriate ending to each sentence.
ENGFUN02	ENGFUN02_1_0.html	2A#1	15	Drag and drop the appropriate ending to the sentence.
ENGFUN02	ENGFUN02_2_0.html	3A#1	7	Drag and drop the descriptions to match the transition type.
ENGFUN02	ENGFUN02_3_0.html	4A#1	5	Drag the auditory technique to match the examples.
ENGFUN02	ENGFUN02_4_0.html	5A#1	4	Match the technique with the definition.
ENGI102	ENGI102_2_0.html	1A#1	2	What happened in the story?
ENGI102	ENGI102_2_0.html	1A#3	3	Who was in the story?
ENGI102	ENGI102_2_0.html	1A#4	4	Make a picture of a scene in the story
ENGI102	ENGI102_2_0.html	1A#5	4	Create an important item from the fairytale out of recycled 
ENGI102	ENGI102_6_0.html	3A#3	2	Draw your favourite character
ENGI102	ENGI102_6_0.html	3A#4	3	Create a scene diorama
ENGI102	ENGI102_6_0.html	3A#5	1	Task: many Maori stories are closely connected to nature. Go
ENGI201	ENGI201_3_0.html	3B#2	8	Presenting a story of a person from a different culture.
ENGI202	ENGI202_4_0.html	4D#2	1	Congratulations! You haven’t quite finished this module, but
ENGI202	ENGI202_5_0.html	5A#1	5	What cultural symbols did you find in the story? "Rātā me te
ENGI202	ENGI202_5_0.html	5B#2	9	How a culture’s values can be found in the stories we tell
ENGI203	ENGI203_1_0.html	1A#1	3	What items can go in a time capsule?
ENGI203	ENGI203_4_0.html	4C#3	1	Now it is time to add to your digital time capsule. Which th
ENGI203	ENGI203_5_0.html	5B#2	2	Now it is time to add to your digital time capsule. Which th
ENGI203	ENGI203_6_0.html	6C#3	2	Selecting Your Entertainment Items
ENGI203	ENGI203_7_0.html	7C#3	2	Your Technological Treasures
ENGI203	ENGI203_8_0.html	8C#3	3	Selecting Your Time Capsule Heroes
ENGI203	ENGI203_9_0.html	9C#2	2	Selecting Your Taonga
ENGI301	ENGI301_2_0.html	2A#1	1	Choose two of the rugby greats provided to compare data on. 
ENGI301	ENGI301_5_0.html	6B#2	7	Create your own fact file. Use your skills of skimming and s
ENGI301	ENGI301_5_0.html	6C#3	1	Sharing your learning
ENGI400	ENGI400_3_0.html	3C#3	2	Sending your work to your kaiako
ENGJ102	ENGJ102_4_0.html	4B#2	1	Match these contractions to their extended words:
ENGJ102	ENGJ102_5_0.html	5C#3	1	Ka pai! You have completed the Play with Poetry Module. It i
ENGJ301	ENGJ301_6_0.html	6C#3	1	Now is the time to dropbox your journal with all the learnin
ENGJ301	ENGJ301_7_0.html	7A#1	4	Before you start writing your story, make sure you can tick 
ENGJ302	ENGJ302_9_0.html	8A#1	9	Writing poetry is often hard work. Make sure you take some t
ENGJ402	ENGJ402_5_0.html	5B#2	2	Now is the time to dropbox your journal with your ode, sonne
ENGJ402	ENGJ402_8_0.html	8A#1	4	Revising your sonnet
ENGR101	ENGR101_7_0.html	7C#3	1	You have now completed this module and earned your own repor
ENGR202	ENGR202_2_0.html	2A#1	3	Choosing our colours
ENGR202	ENGR202_2_0.html	2C#3	4	Can you organise these lions into their shape category?
ENGR202	ENGR202_2_0.html	2D#4	4	Choosing our character shape
ENGR202	ENGR202_7_0.html	7B#2	2	Ka pai tō mahi! (Good work!) You have come to the end of the
ENGR301	ENGR301_3_0.html	?#4	7	A quote is a short saying or phrase from someone famous or w
ENGS101	ENGS101_2_0.html	2B#2	1	This is a retelling of the Māui story. Read it yourself, or 
ENGS101	ENGS101_5_0.html	5B#2	9	My learning checklist
ENGS102	ENGS102_1_0.html	1D#4	1	You can support your student by reading the sentence to them
ENGS202	ENGS202_1_0.html	1A#1	1	Identifying our landmarks
ENGS202	ENGS202_3_0.html	3B#2	9	Tick whether the examples have been correctly punctuated wit
ENGS301	ENGS301_3_0.html	3A#1	1	Deforestation in Aotearoa New Zealand
ENGS302	ENGS302_6_0.html	6D#4	18	What is a timetable?
ENGS401	ENGS401_3_0.html	3B#2	1	Identifying strong and weak evidence
ENGS401	ENGS401_5_0.html	5B#2	4	Here is the scorecard showing one judge’s view of Tu’s final
ENGS404	ENGS404_6_0.html	6A#1	5	Believable characters
ENO2060	ENO2060_1_0.html	1C#3	6	Checklist to test idea
ENO2060	ENO2060_8_0.html	6A#1	13	For this checkpoint you will create a statement of intent. Y
ENO2060	ENO2060_8_0.html	6B#2	5	Complete checkpoint two on your brainstorming document. You 
ENO2060	ENO2060_8_0.html	6C#3	1	Draft your presentation
ENO2060	ENO2060_8_0.html	6D#4	1	Final assessment submission
EXBP901	EXBP901_1_0.html	1B#2	1	Complete Activity 1B KWL chart – What do I know about my top
EXBP901	EXBP901_1_0.html	1E#5	1	Complete the quiz to show your kaiako (teacher) where you fe
EXBP901	EXBP901_3_0.html	2E#5	2	Now it is your turn to design your success criteria. Write s
EXBP901	EXBP901_3_0.html	2G#7	1	Now it's time for you to start working on your own timeline.
EXBP901	EXBP901_3_0.html	2H#8	1	Go to your journal and write the name of your mentor and a b
EXBP901	EXBP901_4_0.html	3B#2	1	Keeping track of progress
EXIP901	EXIP901_2_0.html	1A#1	1	Now it is time to brainstorm your own ideas by creating a mi
EXIP901	EXIP901_2_0.html	1D#4	3	My topic and essential questions
EXIP901	EXIP901_2_0.html	1E#5	1	Now you are going to complete a reflection by making some co
EXIP901	EXIP901_4_0.html	2A#1	1	Go to your journal and complete the learning goals activity.
EXIP901	EXIP901_4_0.html	2B#2	9	Read the learning goals below and drag over the learning int
EXIP901	EXIP901_4_0.html	2D#4	2	Now it is your turn to design your own success criteria. Wri
EXIP901	EXIP901_4_0.html	2F#6	1	Go to your journal to start working on the timeline part of 
EXIP901	EXIP901_4_0.html	2G#7	1	Go to your journal and write the name of your mentor/s and a
EXIP901	EXIP901_4_0.html	2I#9	1	Stop! Submit your journal to your kaimanaaki and wait for fe
EXIP901	EXIP901_5_0.html	3D#4	2	Challenges and motivators
EXPFUN07	EXPFUN07_0_0.html	1A#1	5	Have you got some ideas now? Remember, you have many more ch
FRFUN06	FRFUN06_0_0.html	1A#1	2	Can you spot the sound?
FRFUN06	FRFUN06_0_0.html	1B#2	2	Can you spot the sound?
FRFUN06	FRFUN06_0_0.html	1C#3	3	Hearing the difference
FRFUN06	FRFUN06_0_0.html	1D#4	3	Drag the words into the sound group column that they belong 
FRFUN06	FRFUN06_0_0.html	1E#5	3	Can you spot the sound?
FRFUN06	FRFUN06_0_0.html	1F#6	3	Can you spot the sound?
FRFUN06	FRFUN06_0_0.html	1G#7	1	Match the sound to the word
FRFUN06	FRFUN06_0_0.html	1H#8	1	Click all words that contain the ou sound.
FRFUN06	FRFUN06_1_0.html	2B#2	1	Which of these words contain the “on” sound?
FRFUN06	FRFUN06_1_0.html	2C#3	1	Click all the words that contain the “in” nose sound.
FRFUN06	FRFUN06_1_0.html	2D#4	2	Hear the “un” sound in words
FRFUN06	FRFUN06_2_0.html	3A#1	1	Click all the words where c makes the strong /k/ sound.
FRFUN06	FRFUN06_2_0.html	3D#4	1	Click all the words where g makes the softer sound.
FRFUN06	FRFUN06_2_0.html	3G#7	1	Click all the words that begin with the French r sound. You 
FRFUN06	FRFUN06_3_0.html	4A#1	1	Pick all the words that contain the oi sound.
FRFUN06	FRFUN06_4_0.html	5B#2	2	Spot the quiet and loud final letters
FRFUN06	FRFUN06_4_0.html	5D#4	2	Which final letters of the numbers wake up?
FRFUN06	FRFUN06_5_0.html	6A#1	4	Listen for the letter
FRFUN06	FRFUN06_5_0.html	6B#2	5	Look at the accented letters.
FRFUN06	FRFUN06_5_0.html	6C#3	3	Now that you are familiar with the letters and the accented 
FRFUN06	FRFUN06_6_0.html	7B#2	1	Click the accent that is leaning backward.
FRFUN06	FRFUN06_8_0.html	2B#2	5	Complete the sentence
FRFUN06	FRFUN06_8_0.html	?#3	4	Put the accent in
FRFUN06	FRFUN06_9_0.html	3A#1	3	Where do words connect?
FRFUN06	FRFUN06_9_0.html	3B#2	1	Link or do not link?
FRFUN06	FRFUN06_9_0.html	?#4	2	Which version sounds natural?
FRFUN07	FRFUN07_3_0.html	3A#1	1	Is it a cognate or a false friend?
FRFUN08	FRFUN08_7_0.html	1A#1	2	What should you say next?
