GEWHA	GEWHA_0_0.html	Inquiry	2	Ko tōu reo, ko tōku reo, te tuakiri tangata. Tihei uriuri, tihei nakon	Your voice and my voice are expressions of identity. May our descendan	row/col-md-8/col-12
TWHA901	TWHA901 Be a Learner.html	Inquiry	2	Whāia te mātauranga hei oranga mō koutou.	Seek after learning for the sake of your wellbeing.	row
TWHA902	TWHA902 Be a Communicator.html	Inquiry	2	Ko tōku reo tōku ohooho. Ko tōku reo tōku māpihi maurea	My language is my awakening. My language is the window to my soul.	row/col-md-8/col-12
TWHA903	TWHA903 The world around us.html	Inquiry	2	Mā te kimi ka kite, mā te kite ka mōhio, mā te mōhio ka Mārama.	Seek and discover. Discover and know. Know and become enlightened.	row/col-md-8/col-12
TWHA904	TWHA904 The Way We Move.html	Inquiry	2	Mā te kimi ka kite, mā te kite ka mōhio, mā te mōhio ka mārama.	Seek and discover. Discover and know. Know and become enlightened.	col-12/row/col-12
TWHA905	TWHA905 The way we make food.html	Inquiry	2	Whatungarongaro te tangata, toitū te whenua	As man disappears from sight, the land remains.	row/col-md-8/col-12
TWHA906	TWHA906 Whakamana and Resilience.html	Inquiry	2	Whāia e koe te iti kahurangi ki te tūohu koe, me he maunga teitei	Pursue excellence – should you stumble, let it be to a lofty mountain	row/col-md-8/col-12
TWHA906	TWHA906 Whakamana and Resilience.html	Inquiry	2	Kua takoto te manuka.	The leaves of the manuka tree have been laid down.	row/col-md-8/col-12
TWHA906	TWHA906 Whakamana and Resilience.html	Inquiry	2	It’s not the mountain we conquer but ourselves.	– Sir Edmund Hillary	row/col-md-8/col-12
TWHA906	TWHA906 Whakamana and Resilience.html	Inquiry	2	“Do not judge me by my success, judge me by how many times I fell down	– Nelson Mandela	row/col-md-8/col-12
TWHK902	TWHK902_0.0.html	Inquiry	2	Manaaki whenua, Manaaki tangata, Haere whakamua.	Care for the land, Care for the People, Go forward	row/col-md-8/col-12
TWHK907	TWHK907.html	Inquiry	2	Te pae tawhiti whāia kia tata, ko te pae tata, whakamaua kia tina	Seek out the distant horizons and then cherish those you attain.	row/col-md-8/col-12
TWHK907	TWHK907.html	Inquiry	2	Ko te pae tawhiti whāia kia tata, ko te pae tata, whakamaua kia tina –	Seek out the distant horizons and then cherish those you attain.	row/col-md-8/col-12
TWHK907	TWHK907.html	Inquiry	2	Ko te manu e kai ana i te miro nōnā te ngahere. Ko te manu e kai ana i	The bird that consumes the miro berry owns the forest. The bird that c	row/col-md-8/col-12
TWHR905	TWHR905.html	Inquiry	2	He manako te kōura i kore ai	Wishing for the crayfish won't bring it.	row/col-md-8/col-12
TWHR907	TWHR907 Growing Leadership.html	Inquiry	26	As a leader we gain knowledge, and we communicate knowledge with other	Leadership is like being the captain of a team. It's about helping and	row/col-md-8/col-12
XDLS901	XDLS901.00.html	Inquiry	2	Ka whakaute ahau i ahau anō	I will respect myself.	col-md-8/col-12/col-12
XDLS901	XDLS901.04.html	Inquiry	2	Whāia te iti kahurangi ki te tūohu koe me he maunga teitei.	Seek the treasure you value most dearly.	col-12
XDLS903	XDLS903.00.html	Inquiry	2	Whangaia ka tupu. Ka puāwai	That which is nurtured blossoms and grows.	row/col-md-8/col-12
XDLS909	XDLS909.00.html	Inquiry	2	He aha te mea nui o te ao? He tāngata! He tāngata! He tāngata!	What is the most important thing in the world? It is people! It is peo	row/col-md-8/col-12
AGH1001	AGH1001.03.html	Standard	2	Whatungarongaro te tangata, toitū te whenua	People disappear from sight, but the land remains.	row/col-md-8/col-12
AGH1002	AGH1002.01.html	Standard	2	Te toto o tetangatahe kai, teorangao tetangata, he whenua, he oneone.	While food provides the blood in our veins, our health is drawn from t	row/col-md-8/col-12
AGH1005	AGH1005.01.html	Standard	2	Taiao ora, whenua ora, tāngata ora.	Healthy nature, healthy land, healthy people. When the environment and	row/col-md-8/col-12
AGH1008	AGH1008.01.html	Standard	2	Manaaki whenua, manaaki tangata, haere whakamua.	Care for the land, care for the people, go forward.	row/col-md-8/col-12
ANZH104	ANZH104_00.0.html	Standard	2	Ka Mua, Ka Muri	Walking backwards into the future	col-md-8/col-12/col-12
ANZH105	ANZH105_00.0.html	Standard	2	Kō ngā tahu ā ō tapuwai inanahi, hei tauira mō āpōpō	The footsteps laid down by our ancestors create the paving stones upon	row/col-md-8/col-12
ANZH205	ANZH205_00.0.html	Standard	2	E kore au e ngaro; he kākano i ruia mai i Rangiātea	Māori history is the foundational and continuous history of Aotearoa N	col-md-8/col-12/col-12
ANZH301	ANZH301_0.0.html	Standard	1	Ka mate kāinga tahi, ka ora kāinga rua		col-md-8/col-12/col-12
ANZH303	ANZH303_0.0.html	Standard	2	Ki te kotahi te kākaho, ka whati. Ki te kāpuia, e kore e whati.	When we stand alone, we are vulnerable. But together we are unbreakabl	row/col-md-8/col-12
ANZH304	ANZH304_0.0.html	Standard	2	Pai tū Pai hinga Nāwai rā Ka oti	Good to stand, good to fall. Continue on and eventually the work is co	row/col-md-8/col-12
ANZH404	ANZH404_0.0.html	Standard	2	Kia kaha, kia māia, kia manawatu	Be strong, be brave, be steadfast.	col-md-8/col-12/col-12
ANZH404	ANZH404_2.0.html	Standard	3	Kia rangatira te tū a Te Pāti Māori hei rōpū whakatinana i ngā rau waw		col-12/tab-pane/col-12
BLLR201	BLLR201_0_0.html	Standard	2	Mā te kimi ka kite, mā te kite ka mōhio, mā te mōhio ka mārama.	Seek and discover, discover and know, know and become enlightened.	row/col-md-8/col-12
CBI1004	CBI1004_0_0.html	Standard	2	Mā te whakaaro nui e hanga te whare; mā te mātauranga e whakaū.	Big Ideas create the house; knowledge maintains it.	row/col-md-8/col-12
CBI1005	CBI1005_0_0.html	Standard	2	E kore au e ngaro, he kākano i ruia mai i Rangiātea.	I will never be lost, for I am a seed sown in Rangiātea.	row/col-md-8/col-12
CEDO105	CEDO105.0.0.html	Standard	2	"Mauri tū, mauri ora"	An active soul is a healthy soul	col-md-8/col-12
CEDO301	CEDO301_0.0.html	Standard	2	Whāia te mātaranga hei oranga mō koutou	Seek knowledge for the sake of your wellbeing.	row/col-md-8/col-12
CEDO501	CEDO501_0.0.html	Standard	2	Nāu te rourou, nāku te rourou, ka ora ai te iwi.	With your food basket and my food basket, the people will thrive.	row/col-md-8/col-12
CEDO502	CEDO502_0_0.html	Standard	2	He kai kei aku ringa.	There is food at the end of my hands.	row/col-md-8/col-12
CEDR501	CEDR501_0.0.html	Standard	2	Ko to kai a te rangatira he kōrero.	The food of chiefs is dialogue.	col-md-8/col-12/col-12
CEDT501	CEDT501_0.0.html	Standard	2	Kōrero mai, kōrero atu – mā te kōrero ka mōhio.	Speak to me, speak back – through dialogue comes understanding.	row/col-md-8/col-12
CEDT501	CEDT501_1.0.html	Standard	2	He aroha whakatō, he aroha puta mai	If kindness is sown, then kindness you shall receive.	row/col-md-8/col-12
CEDT501	CEDT501_8.0.html	Standard	2	Ko te kai a te rangatira, he kōrero.	The food of chiefs is dialogue.	row/col-md-8/col-12
CEDW501	CEDW501_0.0.html	Standard	2	He kākano ahau i ruia mai i Rangiātea.	I am a seed sown from Rangiātea.	row/col-md-8/col-12
CEDW501	CEDW501_1.0.html	Standard	2	"Ko au te whenua, ko te whenua ko au."	I am the land, and the land is me.	row/col-md-8/col-12
CEDW501	CEDW501_6.0.html	Standard	2	Mā te huruhuru ka rere te manu.	Adorn the bird with feathers so it can fly.	row/col-md-8/col-12
CHI1003	CHI1003_0_0.html	Standard	2	Māku e kii atu, he tāngata, he tāngata, he tāngata.	It is people, it is people, it is people.	row/col-md-8/col-12
CHI1004	CHI1004_0_0.html	Standard	2	Māku e kii atu, he tāngata, he tāngata, he tāngata.	It is people, it is people, it is people.	row/col-md-8/col-12
CHI1005	CHI1005_0_0.html	Standard	2	He whare whawhao, he whare ka maumaharatia.	A house that is entered will be remembered.	row/col-md-8/col-12
DAN1004	DAN1004_0_0.html	Standard	2	Ko wai te ora ngā mea katoa.	Water is the life giver of all things.	row/col-md-8/col-12
ENG1004	ENG1004_0.0.html	Standard	2	He iti te kupu, he nui te kōrero	Although the words seem small, there is a depth of meaning behind them	row/col-md-8/col-12
ENG1007	ENG1007_0.0.html	Standard	2	Ko te reo me ōna tikanga te hā o te whakawhitiwhiti kōrero.	Language and its rules are the essence of communication.	row/col-md-8/col-12
ENGC101	ENGC101_0.0.html	Standard	2	He waka eke noa.	This whakataukī translates to we are all in this together. This means 	row/col-md-8/col-12
ENGC201	ENGC201_0.0.html	Standard	2	Ko te reo me ōna tikanga te hā o te whakawhitiwhiti kōrero.	Language and its rules are the essence of communication.	col-md-8/col-12
ENGC201	ENGC201_6.0.html	Standard	2	Ko te reo me ōna tikanga te hā o te whakawhitiwhiti kōrero.	Language and its rules are the essence of communication.	row/col-md-8/col-12
ENGC204	ENGC204_0_0.html	Standard	1	Instructions are all around us in our everyday lives. They help us kno		row/col-md-8/col-12
ENGC206	ENGC206_0_0.html	Standard	2	Tino kai, tino ora te kōpū	He who has the produce of his labour stored up will never want.	col-md-8/col-12
ENGC403	ENGC403_0_0.html	Standard	2	Ko te reo me ōna tikanga te iho o te whakawhitiwhiti kōrero.	Language and its rules are the essence of communication.	row/col-md-8/col-12
ENGI102	ENGI102_0.0.html	Standard	2	Mā te reo, ka mōhio; mā te reo ka mārama; mā te reo ka ora.	Through language comes knowledge; through language comes insight; thro	col-md-8/col-12/col-12
ENGI400	ENGI400_0.0.html	Standard	2	Mā te huruhuru ka rere te manu	With feathers the bird will fly	col-md-8/col-12/col-12
ENGI405	ENGI405_0.0.html	Standard	2	Ko Te reo me ōna tikanga te iho o te whakawhitiwhiti kōrero.	Language and its rules are the essence of communication.	col-md-8/col-12/col-12
ENGJ101	ENGJ101_0.0.html	Standard	2	Ko pohewa, ko auaha ngā ara ki ao hou.	Creativity and imagination transport us to new worlds.	col-md-8/col-12/col-12
ENGJ102	ENGJ102_0.0.html	Standard	2	Whāia te mātauranga hei oranga mō koutou	Seek after learning for the sake of your wellbeing	col-md-8/col-12/col-12
ENGJ402	ENGJ402_0.0.html	Standard	2	Ko koe ki tēnā, ko ahau ki tēnei kīwai o te kete.	You take that handle of the kete and I'll take this one.	col-md-8/col-12/col-12
ENGJ403	ENGJ403_0.0.html	Standard	2	Ko tā te pohewatanga me te auahatanga he whakatuwhera i ngā ao hou ki 	Creativity and imagination transport us to new worlds.	row/col-md-8/col-12
ENGR102	ENGR102_00.0.html	Standard	2	He aroha whakatō, he aroha puta mai.	If kindness is sown, then kindness you shall receive.	col-md-8/col-12/col-12
ENGR202	ENGR202_0.0.html	Standard	2	Ko te manu e kai ana i te miro nōna te ngahere; ko te manu e kai ana i	The forest belongs to the bird who feasts on the miro berry; the world	row/col-md-8/col-12
ENGS101	ENGS101_0.0.html	Standard	2	Kia mau ki tō ūkaipō	Don't forget your roots	col-md-8/col-12/col-12
ENGS404	ENGS404_0_0.html	Standard	2	Ko tā te pohewatanga me te auahatanga he whakatuwhera i ngā ao hou ki 	Creativity and imagination transport us to new worlds.	col-md-8/col-12/col-12
ENGS405	ENGS405_0_0.html	Standard	2	Ka whakaaweawetia tātou e te mātauranga me te māramatanga.	We are empowered through knowledge and understanding.	row/col-md-8/col-12
ENO2060	ENO2060_0_0.html	Standard	2	Mā te reo, ka mōhio; mā te reo ka mārama; mā te reo ka ora.	Through language comes knowledge; through language comes insight; thro	row/col-md-8/col-12
EXBP901	EXBP901_0.0.html	Standard	2	Kei ō ringaringa te ao.	The world is in your hands.	row/col-md-8/col-12
EXBP901	EXBP901_0.1.html	Standard	2	Mā te kimi ka kite, Mā te kite ka mōhio, Mā te mōhio ka mārama	Seek and discover. Discover and know. Know and become enlightened.	row/col-md-8/col-12
EXBP901	EXBP901_0.2.html	Standard	2	Ka pu te ruha, ka hao te rangatahi.	As an old net withers, a new one is woven.	row/col-md-8/col-12
EXBP901	EXBP901_0.3.html	Standard	2	Whāia e koe te iti kahurangi ki te tūohu koe, me he maunga teitei.	Pursue excellence – should you stumble, let it be to a lofty mountain.	row/col-md-8/col-12
EXBP901	EXBP901_0.4.html	Standard	2	Ko te pae tawhiti whāia kia tata, ko te pae tata, whakamaua kia tina	Seek out the distant horizons and then cherish those you attain.	row/col-md-8/col-12
EXIP901	EXIP901_0.0.html	Standard	2	He iti te mokoroa, nāna i kati te kahikatea	The mokoroa (grub) may be small, but it cuts through the kahikatea.	row/col-md-8/col-12
EXIP901	EXIP901_0.1.html	Standard	2	Whāia te mātauranga hei oranga mō koutou.	Seek after learning for the sake of your wellbeing.	row/col-md-8/col-12
EXIP901	EXIP901_0.3.html	Standard	2	Whāia e koe te iti kahurangi ki te tūohu koe, me he maunga teitei.	Pursue excellence – should you stumble, let it be to a lofty mountain.	row/col-md-8/col-12
EXIP901	EXIP901_0.4.html	Standard	2	Ko te pae tawhiti whāia kia tata, ko te pae tata, whakamaua kia tina.	Seek out the distant horizons and then cherish those you attain.	row/col-md-8/col-12
FRNO901	FRNO901_0_0.html	Standard	2	Ko tōku reo, tōku ohooho.	My language is my awakening.	col-md-8/col-12/col-12
FRNO901	FRNO901_0_0.html	Standard	2	Dis‑moi qui tu hantes, je te dirai qui tu es.	Tell me who you spend time with, and I will tell you who you are.	col-md-8/col-12/col-12
FRNO902	FRNO902_0_0.html	Standard	2	Whiria te tāngata.	Weave the people together.	row/col-md-8/col-12
FRNO902	FRNO902_0_0.html	Standard	2	La famille, c’est là où la vie commence et où l’amour ne finit jamais.	Family is where life begins and love never ends.	row/col-md-8/col-12
GENO901	GENO901_0_0.html	Standard	2	Mā te kaiako, mā te tauira, Ka ako.	Through the teacher, through the student, learning will happen.	col-md-8/col-12/col-12
GEO1005	GEO1005_1_0.html	Standard	2	Ko ahau te taiao, ko te taiao, ko ahau	I am the environment, and the environment is me.	col-md-8/col-12/col-12
GEO1006	GEO1006_3_0.html	Standard	2	Manaaki whenua. Manaaki tangata. Haere whakamua.	Care for the land. Care for the people. Go forward.	row/col-md-8/col-12
HES1002	HES1002_3_0.html	Standard	2	O le tele o sulu e maua ai se figota, e mama se avega pe a ta amo fa’a	My strength does not come from me alone, but from many.	row/col-md-8/col-12
HES1003	HES1003_0.0.html	Standard	2	Ka mate kāinga tahi, ka ora kāinga rua.	When one door closes another will open	row/col-md-8/col-12
HES1005	HES1005_0.0.html	Standard	2	I orea te tuatara ka patu ki waho.	A problem is solved by continuing to find solutions.	row/col-md-8/col-12
HES1005	HES1005_1.0.html	Standard	2	Te aroha ki te tangata	Care, respect and kindness towards others and ourselves	row/col-md-8/col-12
HES1005	HES1005_3.0.html	Standard	3	Ki te kotahi te kākaho, ka whati; ki te kāpuia, e kore e whati.	If a reed stands alone, it can be broken; if it is in a group, it cann	row/col-md-8/col-12
HES1005	HES1005_4.0.html	Standard	2	Toitu te marae a Tane, Toitu to marae a Tangaroa, Toitu te iwi.	If the land is well and the sea is well, the people will thrive.	row/col-md-8/col-12
HES1007	HES1007_0.0.html	Standard	2	Ehara taku toa i te toa takitahi, engari kē he toa takitini.	My success should not be bestowed onto me alone, it was not individual	row/col-md-8/col-12
HIS1001	HIS1001-0.0.html	Standard	3	He moana tātou, he moana waiwai. Ko te ao moana, ko tātou tērā.	We are the sea, we are the ocean. Oceania is us.	row/col-12/col-md-8
HIS1002	HIS1002-10.0.html	Standard	2	Tō tātou mahi nui hoki e te honu manawa rahi.	What an amazing feat, you are of great endurance.	row/col-md-8/col-12
HIS1004	HIS1004_0.0.html	Standard	2	Ko te pae tawhiti whāia kia tata, ko te pae tata whakamaua kia tīna.	Seek out distant horizons and cherish those you attain.	row/col-md-8/col-12
HIS1004	HIS1004_10.2.html	Standard	2	Tama tū, tama ora, tama noho, tama mate	He who stands, lives; he who sits, perishes	row/col-md-8/col-12
HIS1005	HIS1005-0.0.html	Standard	2	Kaua e mate wheke mate ururoa	Don't die like an octopus, die like a hammerhead shark.	col-md-8/col-12
HIS1006	HIS1006-0.0.html	Standard	2	Kaua e mate wheke mate ururoa	Don't die like an octopus, die like a hammerhead shark.	col-md-8/col-12
HIS1007	HIS1007-0.0.html	Standard	2	Kia kaha, kia maia, kia manawanui.	Be strong, be brave, be steadfast	row/col-md-8/col-12
HIS1008	HIS1008-0.0.html	Standard	2	Kaua e mate wheke mate ururoa	Don't die like an octopus, die like a hammerhead shark.	col-md-8/col-12
HPRE203	HPRE203_0_0.html	Standard	2	Ahakoa he iti kete, he iti nā te aroha.	It is the thought that counts.	row/col-md-8/col-12
HPRE301	HPRE301-0.0.html	Standard	2	Whāia te mātauranga hei oranga mō koutou	Seek after learning for the sake of your wellbeing	row/col-md-8/col-12
JPN1004	JPN1004_0_0.html	Standard	2	Mā te tuakana e tōtika te teina, mā te teina e tōtika te tuakana	Seek guidance from both young and old. The two will balance each other	col-md-8/col-12/col-12
JPN1004	JPN1004_10_0.html	Standard	2	Hā ki roto Hā ki waho Kia tau te mauri e kōkiri nei I ngā piki me ngā 	Breathe in Breathe out Settle the mauri (life force) that stirs within	col-md-8/col-12/col-12
MUS1004	MUS1004_0_0.html	Standard	2	Ka hangaia, ka marama ahau.	I do and I understand.	row/col-md-8/col-12
MXDB201	MXDB201_0.0.html	Standard	2	Nau te rourou, naku te rourou, ka ora te manuhiri.	With your food basket and my food basket, the people will thrive.	col-12
MXDB302	MXDB302_1.0.html	Standard	2	Whiria te kaha tūātinitini, whiria te kaha tūāmanomano	Weave the strength of many, weave the strength of multitudes	col-md-8/col-12/col-12
MXDI201	MXDI201_0.0.html	Standard	2	He kai kei aku ringa	There is food in my hands	col-md-8/col-12/col-12
MXDI202	MXDI202_0.0 proof 1.html	Standard	2	Whāia te iti kahurangi ki te tūohu koe me he maunga teitei	Seek the treasure you value most dearly: if you bow your head, let it 	row/col-md-8/col-12
MXDI202	MXDI202_0.0.html	Standard	2	Whāia te iti kahurangi ki te tūohu koe me he maunga teitei	Seek the treasure you value most dearly: if you bow your head, let it 	row/col-md-8/col-12
MXEO202	MXEO202_00.0.html	Standard	2	Whatungarongaro te tangata, toitū te whenua.	As man disappears from sight, the land remains.	col-md-8/col-12/col-12
MXEO301	MXEO301_0.0.html	Standard	2	Whāia te iti kahurangi ki te tūohu koe me he maunga teitei	Seek the treasure you value most dearly, if you bow your head, let it 	col-md-8/col-12/col-12
MXEO301	MXEO301_6.0.html	Standard	2	Whāia te iti kahurangi ki te tūohu koe me he maunga teitei	Seek the treasure you value most dearly, if you bow your head, let it 	col-md-8/col-12/col-12
MXEO301	MXEO301_8.0.html	Standard	2	Whāia te mātauranga hei oranga mō koutou	Seek after learning for the sake of your well-being	col-md-8/col-12/col-12
MXEX302	MXEX302_0.0.html	Standard	2	Ko te manu e kai ana i te miro, nōna te ngahere. Ko te manu e kai ana 	The bird that partakes of the miro berry owns the forest. The bird tha	col-md-8/col-12/col-12
MXFL203	MXFL203_0.0.html	Standard	2	Ko te pae tawhiti, whāia kia tata. Ko te pae tata, whakamaua kia tina	Seek out distant horizons and cherish those you attain.	col-md-8/col-12/col-12
MXFL204	MXFL204_0.0.html	Standard	2	Kia whakatōmuri te haere whakamua.	I walk backwards into the future with my eyes fixed on my past.	col-md-8/col-12
MXFU201	MXFU201_0.0.html	Standard	2	He aha te kai ō te rangatira? He kōrero, he kōrero, he kōrero.	What is the food of the leader? It is knowledge. It is communication.	col-md-8/col-12/col-12
