BLL135	1.1	unclassified	3x2	0	1			Open syllables | Closed Syllables	Door image - https://www.istockphoto.com	1	[]
BLL136	1.0	unclassified	6x6	1	1			https://www.istockphoto.com/vector/game-	desk | ant | silk | snack | drink | what	1	[]
BLL136	1.0	unclassified	3x4	0	0			and | no | says | he	what | you | the | have	1	[]
BLL136	1.0	unclassified	6x5	0	0			was | have | They | some | out	Can I have __________ cups?	1	[]
BLL136	1.0	unclassified	3x5	0	0			and | drink | of | pack | crept	nest | nuts | picnic | not | stamp	1	[]
BLL137	1.0	unclassified	2x2	0	1			Open syllables / he / no | Closed Syllables / cat / hat / dog	Door image - https://www.istockphoto.com	1	[]
BLL137	1.0	unclassified	2x3	2	0			**b** | **d** | Can we make these draggable	 |  | Can we have a collection of 8 ‘b’ and 8’	1	[]
BLL137	1.1	unclassified	4x4	0	0			luckx | laptop | luck | land	lack | landx | letx | laptop	1	[]
BLL137	1.1	unclassified	2x4	0	0			was | no | what | they	the | some | are | is	4	[]
BLL140	0.0	unclassified	5x2	5	5			https://www.istockphoto.com/photo/warm-j | jacket	https://www.istockphoto.com/vector/straw | jam	1	[]
BLL140	0.0	unclassified	3x3	0	0			rain | snail | paint	nail | paid | tail	1	[]
BLL140	0.0	unclassified	3x3	0	0			goat | float | toast	croak | road | loaf	1	[]
BLL140	0.0	unclassified	3x3	0	0			tie | flies | cries	fried | die | dries	1	[]
BLL140	0.0	unclassified	3x3	0	0			see | free | green	tree | eel | feet	1	[]
BLL140	0.0	unclassified	3x3	0	0			forx | fork | stormx	acornx | torn | portx	1	[]
BLL141	1.0	unclassified	4x3	4	2			Can we add the audio to the word, or bes |  | 	Ruru [audio] | https://www.istockphoto.com/photo/a-kiwi | A ruru is sometimes known as a morepork.	1	[]
BLL141	1.0	unclassified	2x4	0	0			grub | drink | see | feel	saw | train | they | cannot	3	[]
BLL141	2.0	unclassified	6x6	1	1			https://www.istockphoto.com/vector/game-	feel | pain | float | for | dress | seem	1	[]
BLL141	2.0	unclassified	6x1	0	0			Jim has a bun with red jam in it.	He bit into the bun.	1	[]
BLL142	1.1	unclassified	6x4	0	0			in | or | up | see	run | sack | log | rat	1	[]
BLL144	1.0	unclassified	6x6	1	1			https://www.istockphoto.com/vector/game-	need | for | bed | jam | tie | soap	1	[]
BLL144	1.0	unclassified	6x7	6	0			Audio | Beginning sounds | Middle sound | End sound | Type the word here / [self check] |  | Click the slider to hide the words and t	[audio ] soap | s f p | ai oa ie | s f p |  |  | 	1	[]
BLL144	1.1	unclassified	5x2	5	5			https://www.istockphoto.com/photo/two-bl | swag	https://www.istockphoto.com/photo/tennis | tennis	1	[]
BLL146	1.0	unclassified	5x3	1	12			https://www.istockphoto.com/photo/toast- | https://www.istockphoto.com/photo/red-ta | https://www.istockphoto.com/photo/a-blue	https://www.istockphoto.com/photo/woman- | https://www.istockphoto.com/vector/truck | https://www.istockphoto.com/photo/snail-	1	[]
BLL146	1.0	unclassified	3x4	0	0			out | the | what | of	saw | come | you | some	1	[]
BLL146	1.0	unclassified	7x1	7	0			Where is the red dress?	Is there a cat on the mat?	1	[]
BLL146	2.0	unclassified	6x3	7	1			Jon and Lee lend Allan the jeep. | https://www.istockphoto.com/photo/3d-ill | Correct answer: Thumbs down	There are deep ruts in the road. |  | Correct answer: Thumbs up	1	[]
BLL146	2.0	unclassified	7x2	0	0			 | Can we make these letters draggable so t	j _ _ p | ee	1	[]
BLL147	1.0	unclassified	3x4	0	0			forgot | coffee | jacket | pocket	list | drop | send | cross	7	[]
BLL150	0.0	unclassified	2x3	4	6			https://www.istockphoto.com/vector/zoo-m | https://www.istockphoto.com/photo/acoust | https://www.istockphoto.com/photo/zebra-	https://www.istockphoto.com/photo/ripe-r | https://www.istockphoto.com/vector/set-o | https://www.istockphoto.com/photo/fresh-	1	[]
BLL150	0.0	unclassified	3x3	5	9			https://www.istockphoto.com/photo/water- | https://www.istockphoto.com/photo/wind-t | https://www.istockphoto.com/photo/orange	https://www.istockphoto.com/vector/vecto | https://www.istockphoto.com/photo/bald-e | https://www.istockphoto.com/photo/howlin	1	[]
BLL150	0.0	unclassified	3x3	5	9			https://www.istockphoto.com/photo/orange | https://www.istockphoto.com/photo/vacuum | https://www.istockphoto.com/photo/vowels	https://www.istockphoto.com/vector/incom | https://www.istockphoto.com/photo/elderl | https://www.istockphoto.com/photo/zebra-	1	[]
BLL150	0.0	unclassified	3x3	0	0			tongs | fang | king	sing | long | mailing	1	[]
BLL150	0.0	unclassified	4x3	0	0			good | moon | stood	roof | took | food	1	[]
BLL151	1.0	unclassified	6x3	0	0			**Root word** | **Suffix ‘s’** | **Suffix ‘ing’**	jump | jumps | jumping	1	[]
BLL151	2.0	unclassified	3x4	0	0			said | creep | stood | looked	run | waited | crept | sing	1	[]
BLL152	1.0	unclassified	2x4	0	0	[add a stopwatch to this activity please]		tap | Jaz | sing | gong	clang | strums | strings | Kevin	4	[]
BLL152	1.0	unclassified	5x6	1	1			https://www.istockphoto.com/vector/game-	in | on | can | not | tap | get	1	[]
BLL152	1.1	unclassified	7x2	14	0			[source image]Look for images of string  | strings	[source image]Search for images of woode | sticks	1	[]
BLL153	1.0	unclassified	1x2	0	0	[allow students to drag the letters in and out of 		 | and		5	[]
BLL153	1.1	unclassified	2x2	0	0			Now | In the past	Kevin bangs the drum. / Gavin taps the g | Kevin banged the drum. / Gavin tapped th	1	[]
BLL154	1.1	unclassified	7x4	0	0			at | up | us | too	big | top | had | puff	2	[]
BLL154	1.1	unclassified	4x2	3	0	[mulitple choice] can you create a check all the a		Using commas in sentences | List	Kevin banged the drum, tapped the gong,  | What 3 things did Kevin do? / • Banged t	2	[]
BLL155	1.0	unclassified	3x4	0	0			wet | wags | smell | jumps	good | waits | Pookee | stands	4	[]
BLL156	1.0	unclassified	6x4	0	0			jet | dad | fun | job	sees | wood | roof | tail	1	[]
BLL157	1.0	unclassified	4x5	10	0			g | j | ng | l | f	Audios	1	[]
BLL160	0.0	unclassified	3x3	5	9			https://www.istockphoto.com/photo/flying | https://www.istockphoto.com/photo/beauti | https://www.istockphoto.com/photo/open-b	https://www.istockphoto.com/photo/acoust | https://www.istockphoto.com/photo/small- | https://www.istockphoto.com/photo/questi	1	[]
BLL160	0.0	unclassified	4x5	10	0			z | j | ng | a | u	Audios	1	[]
BLL160	0.0	unclassified	3x3	0	0			fish | shut | wash	sheets | mash | shot	1	[]
BLL160	0.0	unclassified	3x3	0	0			catch | chat | such	bench | munch | chick	1	[]
BLL160	0.0	unclassified	4x3	0	0			this | them | that	bath | thanks | three	1	[]
BLL161	1.0	unclassified	7x3	8	0			[Audio] stack | st__ck | a / e / i / o / u	[Audio] stick | st__ck | 	1	[]
BLL161	1.0	unclassified	3x4	0	0			raining | tasty | think | chips	crush | boxed | smash | sky	3	[]
BLL162	1.0	unclassified	4x5	0	0			said | thanks | fried | chops | think	floss | you | there | what | tried	1	[]
BLL163	1.0	unclassified	3x4	0	0			chomp | spotted | lunch | thick	next | best | with | dish	4	[]
BLL164	1.1	unclassified	6x6	1	1			https://www.istockphoto.com/vector/game-	am | bin | not | can | had | will	1	[]
BLL164	1.1	unclassified	2x5	5	0			Water [source image] | Animals [source image] | Air [source image] | Collisions [source image] | Voices [source image]	Drip / Splash | Cheep / Hiss | Swoosh / Swish | Thud / Smash | Chat / Gasp	1	[]
BLL165	1.0	unclassified	4x5	0	0			she | of | all | likes | some	 | to | my |  | puts	2	[]
BLL166	1.1	unclassified	5x3	0	0			ash | flash | trash	crash | mash | hash	1	[]
BLL166	1.1	unclassified	4x2	4	0			 | Nikisha is The [ Flick / Flash / Smash ]	 | [Woof! / Yap! / Moo!] “What is that ?” t	1	[]
BLL167	1.1	unclassified	6x6	1	1			https://www.istockphoto.com/vector/game-	teeth | roast | lunch | fatty | porch | sitting	1	[]
BLL167	1.1	unclassified	7x2	2	6			Can we include the text (name of the bir | Can we make these images draggable so th	tui | https://www.istockphoto.com/photo/prosth	1	[]
BLL170	0.0	unclassified	4x5	10	0			qu | sh | ng | ch | p	Audios	1	[]
BLL170	0.0	unclassified	3x3	0	0			out | pound | shout	loud | scout | count	1	[]
BLL170	0.0	unclassified	3x3	0	0			oil | join | coins	spoil | point | noisy	1	[]
BLL170	0.0	unclassified	3x3	0	0			due | glue | issue	tissue | statue | duet	1	[]
BLL170	0.0	unclassified	3x3	0	0			her | paper | ever	offer | enter | spider	1	[]
BLL170	0.0	unclassified	3x3	0	0			car | farm | mark	yarn | garlic | wizard	1	[]
BLL171	1.0	unclassified	5x3	2	12			https://www.istockphoto.com/vector/house | https://www.istockphoto.com/photo/hammer | https://www.istockphoto.com/photo/lion-p	https://www.istockphoto.com/photo/fern-w | https://www.istockphoto.com/photo/male-h | https://www.istockphoto.com/vector/king-	1	[]
BLL171	1.0	unclassified	5x4	0	0			outer | roof | bumpy | little	buzz | quiz | you | down	1	[]
BLL171	1.0	unclassified	3x3	0	0			boil | rain | coin	bait | foil | nail	3	[]
BLL172	1.0	unclassified	7x2	9	0			t ea ch | er	con | t ai n	1	[]
BLL172	1.0	unclassified	5x4	0	0			the | little | was | put	into | most | down | I’m	1	[]
BLL172	2.0	unclassified	5x4	0	0			clap | shout | good | grin	ground | sound | pound | hound	1	[]
BLL173	1.1	unclassified	4x3	0	0			yuck | truck | luck	tuck | chuck | buck	1	[]
BLL174	1.0	unclassified	9x3	18	0			forklift | [source image of forklift] | form	grub | [source image of an insect grub] | grab	1	[]
BLL174	1.0	unclassified	3x4	0	0			drooping | sweeps | rescue | tinkling	clouds | soaking | thinks | enters	4	[]
BLL175	1.0	unclassified	6x4	0	0			arm | yes | her | wind	shout | yells | start | proud	1	[]
BLL176	1.0	unclassified	6x2	0	0			**Now** | **In the past**	She pumps her arms and legs. | She pumped her arms and legs.	1	[]
BLL176	1.1	unclassified	5x4	0	0			the | you | to | do	they | are | does | what	1	[]
BLL177	1.0	unclassified	11x7	0	50			https://www.istockphoto.com/photo/black- | https://www.istockphoto.com/vector/traff | https://www.istockphoto.com/vector/man-s | https://www.istockphoto.com/photo/azalea	https://www.istockphoto.com/vector/man-s | https://www.istockphoto.com/vector/black | https://www.istockphoto.com/photo/black- | https://www.istockphoto.com/photo/crab-g | https://www.istockphoto.com/photo/azalea | https://www.istockphoto.com/photo/racing | https://www.istockphoto.com/vect or/traf	1	[]
BLL177	2.0	unclassified	5x4	0	0			goes | put | into | the	said | of | you | most	1	[]
BLL210	0.0	unclassified	4x4	0	0			**/ y /** | **/ i /** | **/ ī /** | **/ ē /**	yum | gym | my | happy	1	[]
BLL210	0.0	unclassified	3x3	0	0			gym | hurry | yard	by | snappy | happy	1	[]
BLL210	0.0	unclassified	5x3	0	0			beep | rail | tried	cried | coach | lie	1	[]
BLL210	0.0	unclassified	4x2	0	8			tap https://www.istockphoto.com/photo/is | tape https://www.istockphoto.com/photo/c	man https://www.istockphoto.com/photo/jo | mane https://www.istockphoto.com/photo/l	1	[]
BLL210	0.0	unclassified	4x3	0	0			cake | tale | brake	face | state | quake	1	[]
BLL210	0.0	unclassified	3x3	0	0			eve | scene | these	theme | delete | Chinese	1	[]
BLL210	0.0	unclassified	4x2	0	8			kit https://www.istockphoto.com/vector/f | kite https://www.istockphoto.com/vector/	pin https://www.istockphoto.com/photo/sa | pine https://www.istockphoto.com/photo/c	1	[]
BLL210	0.0	unclassified	4x3	0	0			slime | bike | wide	fine | decide | bride	1	[]
BLL210	0.0	unclassified	4x2	0	8			rob https://www.istockphoto.com/vector/t | robe https://www.istockphoto.com/vector/	not https://www.istockphoto.com/vector/n | note https://www.istockphoto.com/photo/s	1	[]
BLL210	0.0	unclassified	4x3	0	0			chose | hole | code	drove | decode | froze	1	[]
BLL210	0.0	unclassified	4x2	0	8			cut https://www.istockphoto.com/photo/ha | cute https://www.istockphoto.com/photo/c	hug https://www.istockphoto.com/vector/m | huge https://www.istockphoto.com/vector/	1	[]
BLL210	0.0	unclassified	4x3	0	0			flute | cute | excuse	reduce | use | include	1	[]
BLL211	1.0	unclassified	4x4	0	0			cap | spin | cap | hug	spine | hug | note | not	1	[]
BLL211	2.0	unclassified	4x4	0	0			have | lot | things | like	bake | singing | ride | cake	1	[]
BLL213	2.0	unclassified	7x4	0	0			got | wet | out | log	cool | feet | took | late	1	[]
BLL215	1.0	unclassified	4x4	0	0			hug | brave | luck | dog	brain | sky | take | shape	1	[]
BLL215	1.0	unclassified	5x4	8	8			Prefix | Meaning | Base word | Prefix + base word	un | Means ‘not’ or ‘opposite’ | [image] https://www.istockphoto.com/phot | [image] https://www.istockphoto.com/phot	1	[]
BLL215	2.0	unclassified	3x3	0	0			gym | hurry | yard	by | snappy | happy	1	[]
BLL215	2.0	unclassified	5x4	0	0			the | little | most | want	likes | they | where | why	1	[]
BLL216	1.0	unclassified	5x3	1	12			https://www.istockphoto.com/photo/new-mo | https://www.istockphoto.com/photo/cupcak | https://www.istockphoto.com/vector/bench	https://www.istockphoto.com/vector/cube- | https://www.istockphoto.com/photo/perfec | https://www.istockphoto.com/photo/juicy-	1	[]
BLL216	2.0	unclassified	3x3	0	3			https://www.istockphoto.com/vector/excla | A full stop shows the end of a sentence  | *I like going to the shops***.** / *I am	https://www.istockphoto.com/vector/excla | A question mark tells us that someone is | *What did you have for lunch today***?**	12	["carousel"]
BLL217	2.0	unclassified	6x2	7	0			Audio | Sentence options - the correct sentence 	Audio 1 | We get onto the bus and drive the long r	1	[]
BLL220	0.0	unclassified	4x3	0	0			boy | royal | enjoy	coy | toys | ahoy	1	[]
